"filename", "language", "Shell Script", "Go", "Markdown", "YAML", "HTML", "PostCSS", "JavaScript", "MS SQL", "XML", "JSON", "Properties", "comment", "blank", "total"
"/workspaces/go_gateway/http_proxy_router/route.go", "Go", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 43
"/workspaces/go_gateway/k8s_dashboard.yaml", "YAML", 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100
"/workspaces/go_gateway/k8s_deploy.sh", "Shell Script", 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 44, 244
"/workspaces/go_gateway/k8s_server.yaml", "YAML", 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145
"/workspaces/go_gateway/main.go", "Go", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 74
"/workspaces/go_gateway/middleware/ip_auth.go", "Go", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26
"/workspaces/go_gateway/middleware/recovery.go", "Go", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 34
"/workspaces/go_gateway/middleware/request_log.go", "Go", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 66
"/workspaces/go_gateway/middleware/response.go", "Go", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 67
"/workspaces/go_gateway/middleware/session_auth.go", "Go", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/workspaces/go_gateway/middleware/translation.go", "Go", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 9, 171
"/workspaces/go_gateway/nginx.conf", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 10, 19, 108
"/workspaces/go_gateway/onekeysynccode.sh", "Shell Script", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 17
"/workspaces/go_gateway/onekeyupdate.sh", "Shell Script", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10
"/workspaces/go_gateway/public/const.go", "Go", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"/workspaces/go_gateway/public/flow_count_handler.go", "Go", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"/workspaces/go_gateway/public/flow_limit_handler.go", "Go", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 51
"/workspaces/go_gateway/public/jwt.go", "Go", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/workspaces/go_gateway/public/log.go", "Go", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 77
"/workspaces/go_gateway/public/params.go", "Go", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 60
"/workspaces/go_gateway/public/redis.go", "Go", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/workspaces/go_gateway/public/redis_flow_count.go", "Go", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 102
"/workspaces/go_gateway/public/util.go", "Go", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 39
"/workspaces/go_gateway/reverse_proxy/grcp_reverse_proxy.go", "Go", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/workspaces/go_gateway/reverse_proxy/http_reverse_proxy.go", "Go", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 91
"/workspaces/go_gateway/reverse_proxy/load_balance/check_config.go", "Go", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 103
"/workspaces/go_gateway/reverse_proxy/load_balance/config.go", "Go", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 14
"/workspaces/go_gateway/reverse_proxy/load_balance/config_test.go", "Go", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/workspaces/go_gateway/reverse_proxy/load_balance/consistent_hash.go", "Go", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 17, 111
"/workspaces/go_gateway/reverse_proxy/load_balance/consistent_hash_test.go", "Go", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 26
"/workspaces/go_gateway/reverse_proxy/load_balance/factory.go", "Go", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 62
"/workspaces/go_gateway/reverse_proxy/load_balance/interface.go", "Go", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 10
"/workspaces/go_gateway/reverse_proxy/load_balance/random.go", "Go", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 58
"/workspaces/go_gateway/reverse_proxy/load_balance/random_test.go", "Go", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/workspaces/go_gateway/reverse_proxy/load_balance/round_robin.go", "Go", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 62
"/workspaces/go_gateway/reverse_proxy/load_balance/round_robin_test.go", "Go", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/workspaces/go_gateway/reverse_proxy/load_balance/weight_round_robin.go", "Go", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 11, 91
"/workspaces/go_gateway/reverse_proxy/load_balance/weight_round_robin_test.go", "Go", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"/workspaces/go_gateway/reverse_proxy/tcp_reverse_proxy.go", "Go", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 110
"/workspaces/go_gateway/router/httpserver.go", "Go", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"/workspaces/go_gateway/router/route.go", "Go", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 22, 140
"/workspaces/go_gateway/start_gateway.sh", "Shell Script", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 45
"/workspaces/go_gateway/tcp_proxy_middleware/tcp_black_list.go", "Go", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 46
"/workspaces/go_gateway/tcp_proxy_middleware/tcp_flow_count.go", "Go", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 37
"/workspaces/go_gateway/tcp_proxy_middleware/tcp_flow_limit.go", "Go", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 59
"/workspaces/go_gateway/tcp_proxy_middleware/tcp_slice_router.go", "Go", 0, 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 126
"/workspaces/go_gateway/tcp_proxy_middleware/tcp_white_list.go", "Go", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 40
"/workspaces/go_gateway/tcp_proxy_router/tcpserver.go", "Go", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 71
"/workspaces/go_gateway/tcp_server/tcp_conn.go", "Go", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 59
"/workspaces/go_gateway/tcp_server/tcp_server.go", "Go", 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17, 144
"Total", "-", 696, 8906, 1164, 1710, 1, 14, 28, 235, 33, 2095, 79, 854, 1448, 17263
